or_code;or_siren;or_nom;or_type;or_activ;or_l331;or_siret;or_nometab;or_ad_code;or_nomvoie;or_numero;or_rep;or_local;or_postal;or_commune;or_telfixe;or_mail;or_comment;or_creadat;or_majdate;or_majsrc;or_abddate;or_abdsrc
OR033001000102;492041736;Agence22;Operateur;;AG22;49204173600025;;;12C RUE ROSE HAREL  14100 LISIEUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000103;449162403;Agendize;Operateur;;DIZE;44916240300033;;;3 BOULEVARD DE L OUEST  10600 LA-CHAPELLE-SAINT-LUC;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000104;792481616;AGILITAS IT;Operateur;;AGIL;79248161600011;;;14 RUE CHARLES V  75004 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000105;752616656;AIC Telecoms;Operateur;;AICT;75261665600019;;;55 BOULEVARD PEREIRE  75017 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000106; ;Aide a domicile - AAFP/CSF;Operateur;;AAFP; ;;;11 RUE PIED DE SEC  72000 LE MANS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000107;494491079;AID O PC HOME & PRO;Operateur;;AIDO;49449107900054;;;611BIS RUE PAUL BOUCHEROT  14123 IFS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000108;339864332;AILAIR;Operateur;;AILA;33986433200046;;;IMMEUBLE LE MARVAL 48 AVENUE DU GRESIVAUDAN  38700 CORENC;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000109;419266416;AIN MATERIELS INFORMATIQUES & ELECTRONIQUES;Operateur;;AMIE;41926641600025;;;18 PLACE DU 8 MAI  01500 AMBERIEU EN BUGEY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000110;393341516;Airbus defence and space SAS;Operateur;;ASSA;39334151600085;;;ROUTE DE VERNEUIL BP 3002 78133 LES MUREAUX  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000111;823064704;Airmob;Operateur;;AIRM;82306470400013;;;1 RUE DES PENITENTS BLANCS BP 71028 31010 TOULOUSE  CEDEX 6;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000112;824387898;Airmont mobile communication services;Operateur;;AMCS;82438789800011;;;BATIMENT C 12-14 AVENUE LOUIS ARMAND  95120 ERMONT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000113;812583912;Aisne THD;Operateur;;AISN;81258391200017;;;19 RUE STEPHENSON  78180 MONTIGNY LE BRETONNEUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000114;429429269;Akamaï Technologies;Operateur;;AKAM;42942926900039;;;119 AVENUE DES CHAMPS-ELYSÉES  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000115;504103607;AKILEUS;Operateur;;AKIL;50410360700025;;;115 RUE ST DOMINIQUE  75007 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000116;432454718;AKINEA INTERNET;Operateur;;AKIN;43245471800029;;;5 RUE DU CHANT DES OISEAUX  78360 MONTESSON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000117;421001702;Akio;Operateur;;AKIO;42100170200024;;;43 RUE DE DUNKERQUE  75010 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000118;827896127;AL66;Operateur;;AL66;82789612700012;;;100 RUE JEAN-PIERRE TIMBAUD  75011 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000119; ;Alambic.com;Operateur;;ALCO; ;;;LE PERRON  38450 MIRIBEL LANCHATRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000120;817643307;Alate ;Operateur;;ALAT;81764330700017;;;83 RUE DU MOULIN SAINT TRON  60300 SENLIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000121;532925757;ALBA PHONE;Operateur;;ALBA;53292575700017;;;73BIS AVENUE DE L ENTRE-DEUX MERS  33370 SAINT HILAIRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000122;420399107;Albi technologie systèmes;Operateur;;ASYS;42039910700028;;;73 BIS AVENUE FRANCOIS VERDIER  81000 ALBI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000123;501105498;ALBIANT-IT;Operateur;;ALBI;50110549800049;;;50 AVENUE PIERRE MENDES FRANCE  75201 PARIS  CEDEX 13;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000124;483395273;ALCATRAZ INFORMATION SECURITY;Operateur;;ALCA;48339527300020;;;LEADER S PARK 3 CHEMIN DES CYTISES  69340 FRANCHEVILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000125;444989958;ALCETIS;Operateur;;ALCE;44498995800020;;;6 RUE SIMONE BIGOT  93360 NEUILLY PLAISANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000126;602033185;Ale international;Operateur;;AINT;60203318500144;;;32 AVENUE KLEBER  92700 COLOMBES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000127;524266145;ALEPH ZERO LABS;Operateur;;ALEP;52426614500019;;;EURATECHNOLOGIE 165 AVENUE DE BRETAGNE  59000 LILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000128;487489197;ALERTE INFORMATIQUE;Operateur;;ALEI;48748919700037;;;462 RUE BENJAMIN DELESSERT BP 83 77554 MOISSY CRAMAYEL  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000129;391812500;ALERTIM;Operateur;;ATIM;39181250000059;;;46 RUE DE LA VALLEE  27200 VERNON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000130;200035152;Alès agglomeration;Operateur;;ALES;20003515200012;;;1642 CHE DE TRESPEAUX  30100 ALES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000131;405100587;ALFA.SAFETY;Operateur;;ALFA;40510058700022;;;15 RUE LAMORICIERE  44100 NANTES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000132;444613665;ALKANTE;Operateur;;ALKA;44461366500033;;;1 RUE DU CHENE MORAND  35510 CESSON-SEVIGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000133;817573637;All call;Operateur;;ALLC;81757363700011;;;3 AVENUE PLAISANCE  06100 NICE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000134;823280862;All together connected;Operateur;;ATCA;82328086200017;;;ZI JARRY 772 RUE ALFRED LUMIERE  97122 BAIE-MAHAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000135;501214373;Allance;Operateur;;ALLA;50121437300018;;;12 BOULEVARD DE VINCENNES  94120 FONTENAY-SOUS-BOIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000136;502454887;ALLIANCE CONNECTIC;Operateur;;ALLI;50245488700014;;;ZONE INDUSTRIELLE  90800 BAVILLIERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000137;502453657;Alliance informatique;Operateur;;ALUE;50245365700038;;;AEROPARC 3 15 RUE DU CORDONNIER  67960 ENTZHEIM;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000138;421839564;ALLIANCE MCA;Operateur;;AMCA;42183956400034;;;89 RUE REAUMUR  75002 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033000000016;;Conseil Général Charente;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000050;;Conseil Général Manche;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000053;;Conseil Général Mayenne;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000027;;Conseil Général Eure;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000072;;Conseil Général Sarthe;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000076;;Conseil Général Seine-Maritime;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000014;;Conseil Général Calvados;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000061;;Conseil Général Orne;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000059;;Conseil Général Nord;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000080;;Conseil Général Somme;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000062;;Conseil Général Pas-de-Calais;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000060;;Conseil Général Oise;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000008;;Conseil Général Ardennes;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000067;;Conseil Général Bas-Rhin;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033001000139;393953278;ALLIANCE RESEAUX;Operateur;;ALRE;39395327800040;;;26 RUE SAINT EXUPERY BP 144 73303 SAINT JEAN-DE-MAURIENNE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000140;483290995;ALLIANCE TECHNOLOGY;Operateur;;ATEC;48329099500024;;;5 A IMMEUBLE NEVADA ZI DE JARRY RUE THOMAS EDISON  97122 BAIE MAHAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000141;422583146;ALLIANCE TELECOM;Operateur;;ALLT;42258314600028;;;HOTEL DES ENTREPRISES DU MILLENAIRE 1068 RUE DE LA VEILLE POSTE  34000 MONTPELLIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000142;512743006;Alliantel;Operateur;;ALEL;51274300600011;;;31 RUE DE CONSTANTINOPLE  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000143;499482925;Allset;Operateur;;ALLS;49948292500033;;;CENTRAL II 460 CLOS DE LA COURTINE  93160 NOISY LE GRAND;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000144;518213699;Alnilam;Operateur;;ALNI;51821369900011;;;91 RUE DU FAUBOURG SAINT HONORE  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000145;799731229;Alpesys;Operateur;;ALPE;79973122900024;;;354 VOIE MAGELLAN   73800 SAINTE-HELENE-DU-LAC;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000146;813427556;Alpha bêta-technologie;Operateur;;ABTH;81342755600010;;;3 RUE DES ECOLES  34440 COLOMBIERS HERAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000147;342757325;ALPHA SYSTEM;Operateur;;ALSY;34275732500051;;;20 BOULEVARD JEAN JAURES  45000 ORLEANS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000148;423645688;Alphalink;Operateur;;ALPL;42364568800072;;;LE BOISMAIN ZAC DU VAL SAINT MARTIN ROUTE DE CHAUVE  44210 PORNIC;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000149;830681276;Alphatelecom;Operateur;;ALPH;83068127600010;;;5 RUE DE L ABBE GRUET  52100 SAINT-DIZIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000150;480083047;ALSACE CONNEXIA;Operateur;;ALSA;48008304700013;;;40 QUAI DU POINT DU JOUR  92659 BOULOGNE BILLANCOURT  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000151;752971960;Alsace réseau neutre;Operateur;;AARN;75297196000014;;;18 RUE FREDERIC  67100 STRASBOURG;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000152;479858235;Alsatis;Operateur;;R012;47985823500035;;;ZAC PARC BASSO CAMBO 11 RUE MICHEL LABROUSSE  31100 TOULOUSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000153;514635044;Altasoft;Operateur;;ALTA;51463504400019;;;ESPACE LEADER 6 RUE GUSTAVE EIFFEL  76230 BOIS GUILLAUME;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000154;811875988;Altavox;Operateur;;ATVX;81187598800016;;;10 PARC DU MILLENAIRE 1025 AV. HENRI BECQUEREL  34000 MONTPELLIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000155;485147250;Altea networks;Operateur;;ALKS;48514725000016;;;4 RUE GALVANI  75838 PARIS  CEDEX 17;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000156;479321515;ALTER TELECOM;Operateur;;ALTE;47932151500039;;;5 RUE DU CHANT DES OISEAUX  78360 MONTESSON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000157;801577479;Altercamino;Operateur;;AINO;80157747900018;;;62 RUE MICHELET  13990 FONTVIEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000158;497947028;Altern telecom;Operateur;;ALTL;49794702800021;;;12 RUE MONTBRUN  75014 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000159;453846602;ALTERNATIF INTERNATIONAL;Operateur;;ALIN;45384660200028;;;25 RUE DE PONTHIEU  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000160;490210424;Alternatiq;Operateur;;ALIQ;49021042400019;;;25C RUE PRINCIPALE  67710 WANGENBOURG-ENGENTHAL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000161;403112667;Altitude infrastructure;Operateur;;CPOD;40311266700031;;;9200 VOIE DES CLOUETS  27100 VAL DE REUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000162;509662052;Altitude infrastructure exploitation;Operateur;;AIEX;50966205200166;;;TOUR ARIANE 5 PLACE DE LA PYRAMIDE  92088 PARIS LA DEFENSE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000811; ;Fillols sans fils;Operateur;;FILL; ;;;RUE DE L EGLISE  66820 FILLOLS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033000000055;;Conseil Général Meuse;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000084;;Conseil Général Vaucluse;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000069;;Conseil Général Rhône;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000015;;Conseil Général Cantal;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000007;;Conseil Général Ardèche;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000023;;Conseil Général Creuse;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000070;;Conseil Général Haute-Saône;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000025;;Conseil Général Doubs;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000973;;Conseil Général Guyane;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033001000163;809822935;Altitude infrastructure THD;Operateur;;AITH;80982293500015;;;TOUR ARIANE 5 PLACE DE LA PYRAMIDE  92088 PARIS LA DEFENSE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000164;490377371;ALTITUDE WIRELESS;Operateur;;ALTS;49037737100037;;;TOUR ARIANE 5 PLACE DE LA PYRAMIDE  92088 PARIS LA DEFENSE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000165;800918559;Altsysnet.com;Operateur;;ATSY;80091855900017;;;5 RUE DU DOCTEUR VAILLANT  31220 CAZERES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000166;409015724;AMABIS;Operateur;;AMAB;40901572400043;;;31 AVENUE DU GENERAL LECLERC  92342 BOURG LA REINE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000167;518421466;Amadeus;Operateur;;AMAD;51842146600021;;;20 IMPASSE CAMILLE LANGLADE  31100 TOULOUSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000168;479869737;AMBSE;Operateur;;AMSE;47986973700011;;;RUE DE LA CHAPELLE  01680 INNIMOND;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000169; ;AMD TELECOM;Operateur;;AMDT; ;;;12TH KM THESSALONIKIS - LITIS   ZIP 57200 LAGKADAS   GRECE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000170;440718187;Amedia solutions;Operateur;;AMSO;44071818700022;;;15 RUE DE FELETZ  19100 BRIVE-LA-GAILLARDE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000171;449275254;AMEOS;Operateur;;AMEO;44927525400018;;;43 ROUTE DE BRUMATH  67670 MOMMENHEIM;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000172;538553751;Amg com;Operateur;;AMGC;53855375100024;;;17 RUE ALEXANDRE BOTTET  07500 GUILHERAND-GRANGES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000173; ;Amicale verdonnaise;Operateur;;R018; ;;;MAIRIE  24520 VERDON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000174;453973299;Andrexen;Operateur;;ANDR;45397329900051;;;26 RUE D ORADOUR SUR GLANE  75015 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000175;802181958;Annatel telecom;Operateur;;ANEL;80218195800017;;;4 RUE DU DAHOMEY  75011 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000176;403938665;Ans-com;Operateur;;ANSM;40393866500037;;;21 AVENUE DE LA CREATIVITE  59658 VILLENEUVE-D ASCQ  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000177;753081454;Antares technologie;Operateur;;ANIE;75308145400039;;;10 RUE DE L ASPIRANT D ARGENT  92300 LEVALLOIS-PERRET;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000178;431401439;Antiane;Operateur;;ATNE;43140143900077;;;ZI ACAJOU CALIFORNIE   97232 LAMENTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000179;480292408;ANTILLES INTERNET ET TELECOMMUNICATIONS;Operateur;;ANTI;48029240800014;;;30 RESIDENCE SPRING HILLS BP 4278 97150 ST MARTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000180;328490685;Antilles téléphone;Operateur;;ANTP;32849068500026;;;IMMEUBLE BLANDIN ZI LES MANGLES ACAJOU BP 393 97232 LE LAMENTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000181;790412498;Aowoa;Operateur;;AOWO;79041249800012;;;ESPACE GALAXIE C 526 AV. MARECHAL DE LATTRE DE TASSIGNY  83000 TOULON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000182;523209740;APICEA;Operateur;;APIC;52320974000027;;;PARIS BIOTECH SANTÉ 24 RUE DU FAUBOURG SAINT JACQUES  75014 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000183;791293566;Apidaze;Operateur;;R3LO;79129356600018;;;84 AVENUE DE LA REPUBLIQUE  75011 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033000000022;222200016;Conseil Général Côtes-d Armor;Département;Administration publique générale (8411Z);;22220001600327;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000029;222900011;Conseil Général Finistère;Département;Administration publique générale (8411Z);;22290001100016;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000035;223500018;Conseil Général Ille-et-Vilaine;Département;Administration publique générale (8411Z);;22350001800013;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000056;225600014;Conseil Général Morbihan;Département;Administration publique générale (8411Z);;22560001400016;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000095;;Conseil Général Val-d Oise;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000077;;Conseil Général Seine-et-Marne;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000045;;Conseil Général Loiret;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000078;;Conseil Général Yvelines;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000071;;Conseil Général Saône-et-Loire;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000036;;Conseil Général Indre;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000079;;Conseil Général Deux-Sèvres;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000065;;Conseil Général Hautes-Pyrénées;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000075;;Conseil Général Paris;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000092;;Conseil Général Hauts-de-Seine;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000011;;Conseil Général Aude;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000066;;Conseil Général Pyrénées-Orientales;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000017;;Conseil Général Charente-Maritime;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000064;;Conseil Général Pyrénées-Atlantiques;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000073;;Conseil Général Savoie;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000001;;Conseil Général Ain;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000002;;Conseil Général Aisne;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000003;;Conseil Général Allier;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000005;;Conseil Général Hautes-Alpes;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000006;;Conseil Général Alpes-Maritimes;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033001000184; ;Aplon service informatique assistance;Operateur;;ASIA; ;;;ZONE D ACTIVITE CHEMIN DES FILATIERS  62223 ANZIN ST AUBIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000185;803845585;Appel telecom;Operateur;;APPE;80384558500014;;;41 RUE DE LA DECOUVERTE CS 37621 31676 LABEGE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000186;500284070;APPLI CALL;Operateur;;APPL;50028407000017;;;5 RUE LAURENT LAVOISIER  59370 MONS EN BAROEUL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000187;524227154;Appliwave;Operateur;;APWA;52422715400019;;;126 RUE DE CHARENTON  75012 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000188;803041532;Apps2com;Operateur;;APPS;80304153200018;;;PARC BUROSPACE 22 4 ROUTE DE GISY  91570 BIEVRES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033000000004;;Conseil Général Alpes-de-Haute-Provence;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000094;;Conseil Général Val-de-Marne;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000033;;Conseil Général Gironde;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000040;;Conseil Général Landes;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000169;;Conseil Général Métropole de Lyon;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000038;;Conseil Général Isère;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000030;;Conseil Général Gard;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000086;;Conseil Général Vienne;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033000000012;;Conseil Général Aveyron;Département;Administration publique générale (8411Z);;;;;;;;;;;;;;2017-11-19 22:54:23;;;;
OR033001000189;527777767;Aquilenet;Operateur;;AQUI;52777776700015;;;155 COURS DE LA SOMME  33800 BORDEAUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000190;483446001;Ara telecom;Operateur;;ARAT;48344600100032;;;1 AVENUE PIERRE PFLIMLIN  68390 SAUSHEIM;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000191;508519584;Aragon télécom;Operateur;;ARAG;50851958400017;;;10 RUE DE PENTHIEVRE  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000192;479341570;Aramis SI;Operateur;;ARAM;47934157000030;;;BOULEVARD DES COQUIBUS 17/19 IMPASSE ALEXIS TRINQUET  91000 EVRY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001000193;439972597;Arantel;Operateur;;ARAN;43997259700033;;;PARC D ACTIVITES DE LA FORET 24 RUE DE LA COMMUNAUTE  44140 LE BIGNON;;;;;;;;;2017-11-19 22:30:50;;;;
